0b3f933b,2026-08-27T01:26:41,4a,axis4 batchsize,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,512,30,none,1,0.048291,0.986246,0.885782,0.377994,0.873785,0.356693,0.9355|0.0178|0.428|0.0455,0.898266,13.82
cc520030,2026-08-27T01:26:56,4a,axis4 batchsize,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,512,30,none,2,0.049039,0.985307,0.86865,0.446064,0.881692,0.36596,0.9353|0.0082|0.4715|0.0488,0.898266,14.68
a8fc76d5,2026-08-27T01:27:10,4a,axis4 batchsize,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,512,30,none,3,0.057764,0.983727,0.847987,0.428878,0.884549,0.387886,0.9407|0.0077|0.546|0.0571,0.898266,14.19
e49b0018,2026-08-27T01:27:35,4a,axis4 batchsize,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,1,0.024646,0.992691,0.92971,0.487871,0.871023,0.363245,0.934|0.0|0.4882|0.0308,0.898266,24.79
2c559e35,2026-08-27T01:27:58,4a,axis4 batchsize,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,2,0.023149,0.993728,0.943798,0.392454,0.900076,0.416142,0.9495|0.0155|0.6951|0.0045,0.898266,23.21
46061ad5,2026-08-27T01:28:20,4a,axis4 batchsize,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,3,0.025906,0.992839,0.936098,0.343836,0.913888,0.425359,0.955|0.0348|0.7117|0.0,0.898266,22.39
39268615,2026-08-27T01:29:29,4a,axis4 batchsize,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,8,30,none,1,0.035848,0.990172,0.921661,0.671754,0.829682,0.330722,0.9081|0.0|0.4148|0.0,0.898266,68.64
f23acf73,2026-08-27T01:30:39,4a,axis4 batchsize,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,8,30,none,2,0.034962,0.990419,0.915569,0.449869,0.900457,0.378692,0.9503|0.0089|0.5556|0.0,0.898266,69.85
893fb9ef,2026-08-27T01:31:40,4a,axis4 batchsize,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,8,30,none,3,0.039292,0.988789,0.915278,0.505779,0.903791,0.399352,0.9474|0.0159|0.5876|0.0465,0.898266,61.41
857cdd1b,2026-08-27T01:32:04,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.03,none,0.01,64,30,none,1,0.031705,0.990937,0.922984,0.337526,0.906173,0.389168,0.9546|0.0178|0.5435|0.0408,0.898266,24.2
30fe5f61,2026-08-27T01:32:29,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.03,none,0.01,64,30,none,2,0.031746,0.990518,0.915631,0.339459,0.897123,0.389024,0.9462|0.0251|0.5393|0.0455,0.898266,24.91
5cdf6d75,2026-08-27T01:32:54,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.03,none,0.01,64,30,none,3,0.033593,0.990987,0.917791,0.301902,0.921033,0.422673,0.9581|0.009|0.6696|0.0541,0.898266,24.9
d7fd53d4,2026-08-27T01:33:19,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,1,0.024646,0.992691,0.92971,0.487871,0.871023,0.363245,0.934|0.0|0.4882|0.0308,0.898266,25.04
77b73ac5,2026-08-27T01:33:43,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,2,0.023149,0.993728,0.943798,0.392454,0.900076,0.416142,0.9495|0.0155|0.6951|0.0045,0.898266,23.79
b74b5a29,2026-08-27T01:34:08,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,3,0.025906,0.992839,0.936098,0.343836,0.913888,0.425359,0.955|0.0348|0.7117|0.0,0.898266,24.78
ead34d16,2026-08-27T01:34:34,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,momentum,0.03,none,0.01,64,30,none,1,0.033813,0.990271,0.919534,0.299053,0.919127,0.398773,0.9623|0.0|0.5994|0.0333,0.898266,26.32
d298c148,2026-08-27T01:35:00,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,momentum,0.03,none,0.01,64,30,none,2,0.033567,0.990888,0.920559,0.321863,0.91265,0.396977,0.958|0.0233|0.6066|0.0,0.898266,25.87
76f4e6fb,2026-08-27T01:35:26,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,momentum,0.03,none,0.01,64,30,none,3,0.036269,0.990567,0.914634,0.331133,0.915603,0.398892,0.9541|0.0164|0.6251|0.0,0.898266,26.13
f1599e1e,2026-08-27T01:35:53,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,momentum,0.1,none,0.01,64,30,none,1,0.024935,0.992913,0.942702,0.56169,0.805106,0.407273,0.8909|0.0085|0.4018|0.3279,0.898266,27.01
6a1ffdca,2026-08-27T01:36:19,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,momentum,0.1,none,0.01,64,30,none,2,0.027483,0.99232,0.936146,0.400814,0.901124,0.37801,0.9512|0.0|0.5609|0.0,0.898266,25.78
c8a87c04,2026-08-27T01:36:45,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,momentum,0.1,none,0.01,64,30,none,3,0.029486,0.991555,0.923861,0.4283,0.894837,0.385626,0.9449|0.0179|0.5798|0.0,0.898266,26.36
557052fb,2026-08-27T01:37:10,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,rmsprop,0.0003,none,0.01,64,30,none,1,0.026486,0.992567,0.938649,0.306674,0.904649,0.433758,0.953|0.0189|0.6031|0.16,0.898266,24.96
6d24e131,2026-08-27T01:37:38,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,rmsprop,0.0003,none,0.01,64,30,none,2,0.027392,0.99232,0.932892,0.404532,0.889789,0.352463,0.9434|0.0173|0.4015|0.0476,0.898266,27.51
1999225d,2026-08-27T01:38:05,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,rmsprop,0.0003,none,0.01,64,30,none,3,0.028501,0.991975,0.933914,0.380252,0.897028,0.386105,0.9486|0.0085|0.5873|0.0,0.898266,27.37
3ef32f54,2026-08-27T01:38:32,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,rmsprop,0.001,none,0.01,64,30,none,1,0.022439,0.993234,0.944378,0.413122,0.9016,0.377025,0.9522|0.0242|0.5317|0.0,0.898266,26.6
4b1f3ad2,2026-08-27T01:38:55,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,rmsprop,0.001,none,0.01,64,30,none,2,0.018665,0.994641,0.952183,0.364488,0.911983,0.422215,0.957|0.0301|0.5947|0.1071,0.898266,23.45
b4cc4849,2026-08-27T01:39:07,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,rmsprop,0.001,none,0.01,64,30,none,3,0.021317,0.993728,0.940609,0.497204,0.861116,0.367179,0.9215|0.0171|0.5302|0.0,0.898266,11.52
6aa1a34f,2026-08-27T01:39:20,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.0003,none,0.01,64,30,none,1,0.029819,0.991629,0.930248,0.359815,0.8976,0.385966,0.9495|0.0172|0.4467|0.1304,0.898266,12.84
44e0d575,2026-08-27T01:39:41,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.0003,none,0.01,64,30,none,2,0.027042,0.99237,0.936009,0.366317,0.889503,0.370662,0.9479|0.0246|0.4929|0.0172,0.898266,20.81
b45319c0,2026-08-27T01:40:08,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.0003,none,0.01,64,30,none,3,0.029172,0.991752,0.930813,0.366911,0.898362,0.380693,0.9507|0.0332|0.5389|0.0,0.898266,27.78
e93663ed,2026-08-27T01:40:36,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,1,0.023807,0.992444,0.933488,0.459548,0.894742,0.382082,0.9452|0.0233|0.4897|0.0702,0.898266,27.42
7c26c51e,2026-08-27T01:41:03,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,2,0.025327,0.992098,0.938408,0.400324,0.89017,0.3837,0.9436|0.0271|0.5053|0.0588,0.898266,27.43
2f6556ef,2026-08-27T01:41:32,4a,axis5 optimizer,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,3,0.020596,0.993999,0.943969,0.468039,0.866641,0.392127,0.9316|0.0076|0.4626|0.1667,0.898266,28.72
d66cfb39,2026-08-27T01:41:55,4a,gridA feat-opt-std,waveform,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,1,0.035771,0.989974,0.918284,0.585473,0.85864,0.348547,0.9248|0.0126|0.4568|0.0,0.898266,23.16
2f09f507,2026-08-27T01:42:17,4a,gridA feat-opt-std,waveform,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,2,0.03463,0.990542,0.922573,0.758757,0.777767,0.299309,0.8753|0.0148|0.3071|0.0,0.898266,22.17
fae95cd6,2026-08-27T01:42:40,4a,gridA feat-opt-std,waveform,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,3,0.035514,0.990567,0.92028,0.863216,0.709849,0.306333,0.8265|0.0028|0.396|0.0,0.898266,22.89
ce642613,2026-08-27T01:43:03,4a,gridA feat-opt-std,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,1,0.02956,0.99153,0.927151,0.474649,0.865689,0.356818,0.932|0.0156|0.4458|0.0339,0.898266,22.87
12a690f0,2026-08-27T01:43:17,4a,gridA feat-opt-std,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,2,0.028073,0.992197,0.942004,0.815649,0.777481,0.32992,0.8748|0.0079|0.3615|0.0755,0.898266,13.69
9557ca22,2026-08-27T01:43:39,4a,gridA feat-opt-std,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,3,0.03218,0.99069,0.923885,0.920272,0.731949,0.282921,0.8429|0.0029|0.2858|0.0,0.898266,22.74
c23e4510,2026-08-27T01:44:06,4a,gridA feat-opt-std,waveform,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,1,0.03242,0.991011,0.928913,0.651179,0.848543,0.396015,0.918|0.1845|0.4031|0.0784,0.898266,26.85
7ab136f7,2026-08-27T01:44:34,4a,gridA feat-opt-std,waveform,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,2,0.029656,0.991357,0.929661,0.717334,0.822823,0.339365,0.906|0.0076|0.4013|0.0426,0.898266,27.37
e5ca6926,2026-08-27T01:45:01,4a,gridA feat-opt-std,waveform,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,3,0.030957,0.990814,0.920676,0.802678,0.741189,0.309047,0.8472|0.0056|0.3834|0.0,0.898266,27.2
6bb36990,2026-08-27T01:45:28,4a,gridA feat-opt-std,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,1,0.031905,0.991209,0.934446,0.86736,0.80101,0.302995,0.8914|0.0137|0.3068|0.0,0.898266,27.08
e29d9fd0,2026-08-27T01:45:55,4a,gridA feat-opt-std,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,2,0.027503,0.992542,0.944197,0.931589,0.793675,0.35976,0.8829|0.0056|0.4452|0.1053,0.898266,27.24
cdf3f753,2026-08-27T01:46:23,4a,gridA feat-opt-std,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,3,0.038834,0.989036,0.918538,1.093316,0.71928,0.283597,0.8312|0.0243|0.2788|0.0,0.898266,27.87
8aa153d0,2026-08-27T01:46:46,4a,gridA feat-opt-std,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,1,0.024646,0.992691,0.92971,0.487871,0.871023,0.363245,0.934|0.0|0.4882|0.0308,0.898266,23.13
c9071f3a,2026-08-27T01:47:09,4a,gridA feat-opt-std,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,2,0.023149,0.993728,0.943798,0.392454,0.900076,0.416142,0.9495|0.0155|0.6951|0.0045,0.898266,22.71
fc1cb820,2026-08-27T01:47:31,4a,gridA feat-opt-std,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,3,0.025906,0.992839,0.936098,0.343836,0.913888,0.425359,0.955|0.0348|0.7117|0.0,0.898266,22.46
3ced5c0e,2026-08-27T01:47:55,4a,gridA feat-opt-std,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,1,0.017104,0.995185,0.958758,0.737995,0.816155,0.351415,0.902|0.0426|0.3921|0.069,0.898266,23.46
2470f148,2026-08-27T01:48:19,4a,gridA feat-opt-std,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,2,0.019836,0.993777,0.948362,0.446425,0.883311,0.41994,0.9431|0.2344|0.5022|0.0,0.898266,23.62
3ab2708d,2026-08-27T01:48:42,4a,gridA feat-opt-std,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,3,0.017172,0.995283,0.962922,0.501472,0.845875,0.387083,0.9184|0.1205|0.4439|0.0656,0.898266,23.54
645e6f8e,2026-08-27T01:49:10,4a,gridA feat-opt-std,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,1,0.023807,0.992444,0.933488,0.459548,0.894742,0.382082,0.9452|0.0233|0.4897|0.0702,0.898266,27.94
252294eb,2026-08-27T01:49:38,4a,gridA feat-opt-std,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,2,0.025327,0.992098,0.938408,0.400324,0.89017,0.3837,0.9436|0.0271|0.5053|0.0588,0.898266,27.9
25d3ad3e,2026-08-27T01:50:06,4a,gridA feat-opt-std,waveform+rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,3,0.020596,0.993999,0.943969,0.468039,0.866641,0.392127,0.9316|0.0076|0.4626|0.1667,0.898266,28.05
58903fab,2026-08-27T01:50:35,4a,gridA feat-opt-std,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,1,0.018417,0.994765,0.960149,0.529741,0.858163,0.393894,0.927|0.1333|0.4421|0.0732,0.898266,28.62
816f8cc7,2026-08-27T01:50:57,4a,gridA feat-opt-std,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,2,0.019966,0.993925,0.951555,0.451465,0.884645,0.379416,0.9448|0.0478|0.525|0.0,0.898266,22.49
9f0e9d22,2026-08-27T01:51:24,4a,gridA feat-opt-std,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,3,0.015497,0.995382,0.960222,0.521727,0.878072,0.41803,0.9404|0.1343|0.5518|0.0456,0.898266,27.33
a40ff65a,2026-08-27T01:51:35,4a,gridA feat-opt-std,rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,1,0.18296,0.938957,0.43715,0.277523,0.945132,0.554216,0.973|0.6036|0.6403|0.0,0.898266,10.98
1ef92967,2026-08-27T01:51:47,4a,gridA feat-opt-std,rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,2,0.178545,0.940587,0.434663,0.281454,0.944561,0.546452,0.9737|0.5795|0.6326|0.0,0.898266,11.26
24ec02e2,2026-08-27T01:51:58,4a,gridA feat-opt-std,rr,all,False,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,3,0.176272,0.939327,0.436364,0.260035,0.945704,0.557063,0.9733|0.6077|0.6472|0.0,0.898266,11.07
f873303a,2026-08-27T01:52:10,4a,gridA feat-opt-std,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,1,0.136559,0.950909,0.577703,0.281364,0.946085,0.557041,0.9741|0.6074|0.6467|0.0,0.898266,11.74
5817d8fc,2026-08-27T01:52:20,4a,gridA feat-opt-std,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,2,0.137006,0.94997,0.541869,0.279425,0.944656,0.553778,0.9734|0.6098|0.632|0.0,0.898266,10.38
794174f0,2026-08-27T01:52:32,4a,gridA feat-opt-std,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,gd,0.1,none,0.01,64,30,none,3,0.134245,0.950711,0.570554,0.276141,0.945609,0.560771,0.9737|0.628|0.6413|0.0,0.898266,12.47
d9e50e35,2026-08-27T01:52:46,4a,gridA feat-opt-std,rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,1,0.190762,0.937401,0.434474,0.262908,0.944656,0.551213,0.9731|0.5971|0.6346|0.0,0.898266,13.93
e4e69648,2026-08-27T01:53:00,4a,gridA feat-opt-std,rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,2,0.188708,0.937327,0.428906,0.274265,0.943227,0.542682,0.9728|0.5763|0.6217|0.0,0.898266,13.57
6b74cbeb,2026-08-27T01:53:14,4a,gridA feat-opt-std,rr,all,False,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,3,0.189789,0.936389,0.430627,0.260113,0.944466,0.553819,0.9724|0.6059|0.637|0.0,0.898266,13.69
e4153f1b,2026-08-27T01:53:27,4a,gridA feat-opt-std,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,1,0.138457,0.949822,0.577534,0.26997,0.943704,0.55026,0.9735|0.6006|0.627|0.0,0.898266,13.9
bc71dbe0,2026-08-27T01:53:41,4a,gridA feat-opt-std,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,2,0.141683,0.94918,0.540624,0.275278,0.942656,0.53831,0.9729|0.5609|0.6194|0.0,0.898266,13.87
e0aaf0ad,2026-08-27T01:53:55,4a,gridA feat-opt-std,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,3,0.136597,0.950563,0.583581,0.271433,0.945418,0.559896,0.9737|0.6239|0.642|0.0,0.898266,14.04
868a37a7,2026-08-27T01:54:23,4a,gridB weights-features,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,1,0.031905,0.991209,0.934446,0.86736,0.80101,0.302995,0.8914|0.0137|0.3068|0.0,0.898266,27.79
bc28728a,2026-08-27T01:54:51,4a,gridB weights-features,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,2,0.027503,0.992542,0.944197,0.931589,0.793675,0.35976,0.8829|0.0056|0.4452|0.1053,0.898266,28.1
6d812282,2026-08-27T01:55:20,4a,gridB weights-features,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,3,0.038834,0.989036,0.918538,1.093316,0.71928,0.283597,0.8312|0.0243|0.2788|0.0,0.898266,28.79
0fe1cc90,2026-08-27T01:55:48,4a,gridB weights-features,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,1,0.018417,0.994765,0.960149,0.529741,0.858163,0.393894,0.927|0.1333|0.4421|0.0732,0.898266,28.24
c27a58e3,2026-08-27T01:56:07,4a,gridB weights-features,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,2,0.019966,0.993925,0.951555,0.451465,0.884645,0.379416,0.9448|0.0478|0.525|0.0,0.898266,18.31
2ce2ad4c,2026-08-27T01:56:31,4a,gridB weights-features,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,3,0.015497,0.995382,0.960222,0.521727,0.878072,0.41803,0.9404|0.1343|0.5518|0.0456,0.898266,24.08
18a0307e,2026-08-27T01:56:45,4a,gridB weights-features,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,1,0.138457,0.949822,0.577534,0.26997,0.943704,0.55026,0.9735|0.6006|0.627|0.0,0.898266,14.39
23893af3,2026-08-27T01:56:59,4a,gridB weights-features,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,2,0.141683,0.94918,0.540624,0.275278,0.942656,0.53831,0.9729|0.5609|0.6194|0.0,0.898266,13.97
0ba86ebb,2026-08-27T01:57:13,4a,gridB weights-features,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,none,3,0.136597,0.950563,0.583581,0.271433,0.945418,0.559896,0.9737|0.6239|0.642|0.0,0.898266,13.86
e99ad4ed,2026-08-27T01:57:44,4a,gridB weights-features,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,balanced,1,0.010473,0.947427,0.761573,0.195112,0.597447,0.292277,0.738|0.0177|0.4002|0.0132,0.898266,31.02
cd82bf66,2026-08-27T01:58:12,4a,gridB weights-features,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,balanced,2,0.00899,0.957082,0.795243,0.151598,0.469423,0.24238,0.6186|0.0207|0.3007|0.0295,0.898266,28.37
cdc222af,2026-08-27T01:58:41,4a,gridB weights-features,waveform,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,balanced,3,0.008718,0.954193,0.812346,0.218163,0.512669,0.234919,0.6631|0.0147|0.2544|0.0076,0.898266,28.37
85b5bb7e,2026-08-27T01:59:00,4a,gridB weights-features,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,balanced,1,0.004766,0.974393,0.851616,0.146486,0.783864,0.372217,0.8754|0.1395|0.4056|0.0683,0.898266,18.89
d67a6faa,2026-08-27T01:59:26,4a,gridB weights-features,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,balanced,2,0.004276,0.977306,0.863455,0.200711,0.734521,0.360569,0.8485|0.1553|0.4097|0.0287,0.898266,26.21
ae0f231e,2026-08-27T01:59:54,4a,gridB weights-features,waveform+rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,balanced,3,0.004726,0.975553,0.871979,0.210618,0.646218,0.320921,0.7825|0.1528|0.3372|0.0111,0.898266,28.62
8444e5f9,2026-08-27T02:00:10,4a,gridB weights-features,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,balanced,1,0.04807,0.819488,0.52937,0.093932,0.854258,0.482653,0.9317|0.378|0.6086|0.0122,0.898266,15.56
ff0eb7ee,2026-08-27T02:00:21,4a,gridB weights-features,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,balanced,2,0.047068,0.8548,0.546605,0.093185,0.894647,0.495374,0.9555|0.4261|0.5906|0.0093,0.898266,11.39
70bfb98e,2026-08-27T02:00:37,4a,gridB weights-features,rr,all,True,16,tanh,softmax,he,0.0,1.0,False,adam,0.001,none,0.01,64,30,balanced,3,0.045377,0.869246,0.560857,0.092778,0.905696,0.511482,0.9617|0.4708|0.6036|0.0099,0.898266,15.53
